subject_id,original_block_id,segment_id,fold_id
3,s03_session004_run017,s03_session004_run017_segment01,2
3,s03_session005_run023,s03_session005_run023_segment01,2
3,s03_session005_run024,s03_session005_run024_segment01,2
3,s03_session007_run032,s03_session007_run032_segment01,2
3,s03_session008_run035,s03_session008_run035_segment01,2
3,s03_session009_run042,s03_session009_run042_segment01,2
3,s03_session009_run044,s03_session009_run044_segment01,2
3,s03_session001_run002,s03_session001_run002_segment01,3
3,s03_session001_run005,s03_session001_run005_segment01,3
3,s03_session002_run009,s03_session002_run009_segment01,3
3,s03_session003_run012,s03_session003_run012_segment01,3
3,s03_session003_run015,s03_session003_run015_segment01,3
3,s03_session004_run018,s03_session004_run018_segment01,3
3,s03_session004_run019,s03_session004_run019_segment01,3
3,s03_session006_run029,s03_session006_run029_segment01,3
3,s03_session008_run037,s03_session008_run037_segment01,3
3,s03_session008_run038,s03_session008_run038_segment01,3
3,s03_session009_run040,s03_session009_run040_segment01,3
3,s03_session001_run001,s03_session001_run001_segment01,4
3,s03_session003_run013,s03_session003_run013_segment01,4
3,s03_session004_run016,s03_session004_run016_segment01,4
3,s03_session005_run021,s03_session005_run021_segment01,4
3,s03_session005_run022,s03_session005_run022_segment01,4
3,s03_session005_run025,s03_session005_run025_segment01,4
3,s03_session006_run026,s03_session006_run026_segment01,4
3,s03_session006_run027,s03_session006_run027_segment01,4
3,s03_session006_run028,s03_session006_run028_segment01,4
3,s03_session007_run034,s03_session007_run034_segment01,4
4,s04_session001_run004,s04_session001_run004_segment01,1
4,s04_session002_run005,s04_session002_run005_segment01,1
4,s04_session002_run009,s04_session002_run009_segment01,1
4,s04_session003_run011,s04_session003_run011_segment01,1
4,s04_session004_run015,s04_session004_run015_segment01,1
4,s04_session005_run019,s04_session005_run019_segment01,1
4,s04_session005_run022,s04_session005_run022_segment01,1
4,s04_session001_run001,s04_session001_run001_segment01,2
4,s04_session002_run006,s04_session002_run006_segment01,2
4,s04_session003_run012,s04_session003_run012_segment01,2
4,s04_session003_run013,s04_session003_run013_segment01,2
4,s04_session004_run018,s04_session004_run018_segment01,2
4,s04_session001_run003,s04_session001_run003_segment01,3
4,s04_session002_run007,s04_session002_run007_segment01,3
4,s04_session003_run010,s04_session003_run010_segment01,3
4,s04_session004_run014,s04_session004_run014_segment01,3
4,s04_session004_run017,s04_session004_run017_segment01,3
4,s04_session005_run020,s04_session005_run020_segment01,3
4,s04_session001_run002,s04_session001_run002_segment01,4
4,s04_session002_run008,s04_session002_run008_segment01,4
4,s04_session004_run016,s04_session004_run016_segment01,4
4,s04_session005_run021,s04_session005_run021_segment01,4
4,s04_session005_run023,s04_session005_run023_segment01,4
5,s05_session001_run002,s05_session001_run002_segment01,1
5,s05_session002_run005,s05_session002_run005_segment01,1
5,s05_session003_run011,s05_session003_run011_segment01,1
5,s05_session003_run012,s05_session003_run012_segment01,1
5,s05_session004_run017,s05_session004_run017_segment01,1
5,s05_session005_run021,s05_session005_run021_segment01,1
5,s05_session006_run023,s05_session006_run023_segment01,1
5,s05_session006_run025,s05_session006_run025_segment01,1
5,s05_session001_run003,s05_session001_run003_segment01,2
5,s05_session002_run007,s05_session002_run007_segment01,2
5,s05_session002_run008,s05_session002_run008_segment01,2
5,s05_session003_run009,s05_session003_run009_segment01,2
5,s05_session005_run018,s05_session005_run018_segment01,2
5,s05_session005_run019,s05_session005_run019_segment01,2
5,s05_session001_run001,s05_session001_run001_segment01,3
5,s05_session003_run010,s05_session003_run010_segment01,3
5,s05_session004_run015,s05_session004_run015_segment01,3
5,s05_session004_run016,s05_session004_run016_segment01,3
5,s05_session006_run026,s05_session006_run026_segment01,3
5,s05_session006_run027,s05_session006_run027_segment01,3
5,s05_session001_run004,s05_session001_run004_segment01,4
5,s05_session002_run006,s05_session002_run006_segment01,4
5,s05_session004_run013,s05_session004_run013_segment01,4
5,s05_session004_run014,s05_session004_run014_segment01,4
5,s05_session005_run020,s05_session005_run020_segment01,4
5,s05_session005_run022,s05_session005_run022_segment01,4
5,s05_session006_run024,s05_session006_run024_segment01,4
6,s06_session001_run001,s06_session001_run001_segment01,1
6,s06_session001_run002,s06_session001_run002_segment01,1
6,s06_session002_run006,s06_session002_run006_segment01,1
6,s06_session002_run008,s06_session002_run008_segment01,1
6,s06_session002_run009,s06_session002_run009_segment01,1
6,s06_session004_run019,s06_session004_run019_segment01,1
6,s06_session005_run021,s06_session005_run021_segment01,1
6,s06_session006_run030,s06_session006_run030_segment01,1
6,s06_session007_run031,s06_session007_run031_segment01,1
6,s06_session002_run007,s06_session002_run007_segment01,2
6,s06_session002_run010,s06_session002_run010_segment01,2
6,s06_session003_run012,s06_session003_run012_segment01,2
6,s06_session003_run015,s06_session003_run015_segment01,2
6,s06_session004_run020,s06_session004_run020_segment01,2
6,s06_session005_run022,s06_session005_run022_segment01,2
6,s06_session006_run028,s06_session006_run028_segment01,2
6,s06_session007_run032,s06_session007_run032_segment01,2
6,s06_session001_run003,s06_session001_run003_segment01,3
6,s06_session001_run004,s06_session001_run004_segment01,3
6,s06_session003_run013,s06_session003_run013_segment01,3
6,s06_session003_run014,s06_session003_run014_segment01,3
6,s06_session004_run018,s06_session004_run018_segment01,3
6,s06_session005_run024,s06_session005_run024_segment01,3
6,s06_session006_run026,s06_session006_run026_segment01,3
6,s06_session006_run027,s06_session006_run027_segment01,3
6,s06_session007_run034,s06_session007_run034_segment01,3
6,s06_session001_run005,s06_session001_run005_segment01,4
6,s06_session003_run011,s06_session003_run011_segment01,4
6,s06_session004_run016,s06_session004_run016_segment01,4
6,s06_session004_run017,s06_session004_run017_segment01,4
6,s06_session005_run023,s06_session005_run023_segment01,4
6,s06_session005_run025,s06_session005_run025_segment01,4
6,s06_session006_run029,s06_session006_run029_segment01,4
6,s06_session007_run033,s06_session007_run033_segment01,4
6,s06_session007_run035,s06_session007_run035_segment01,4
7,s07_session003_run010,s07_session003_run010_segment01,1
7,s07_session003_run011,s07_session003_run011_segment01,1
7,s07_session003_run012,s07_session003_run012_segment01,1
7,s07_session004_run014,s07_session004_run014_segment01,1
7,s07_session005_run018,s07_session005_run018_segment01,1
7,s07_session005_run020,s07_session005_run020_segment01,1
7,s07_session005_run022,s07_session005_run022_segment01,1
7,s07_session006_run026,s07_session006_run026_segment01,1
7,s07_session001_run001,s07_session001_run001_segment01,2
7,s07_session002_run005,s07_session002_run005_segment01,2
7,s07_session002_run007,s07_session002_run007_segment01,2
7,s07_session004_run016,s07_session004_run016_segment01,2
7,s07_session005_run019,s07_session005_run019_segment01,2
7,s07_session005_run021,s07_session005_run021_segment01,2
7,s07_session001_run002,s07_session001_run002_segment01,3
7,s07_session001_run003,s07_session001_run003_segment01,3
7,s07_session001_run004,s07_session001_run004_segment01,3
7,s07_session004_run017,s07_session004_run017_segment01,3
7,s07_session006_run024,s07_session006_run024_segment01,3
7,s07_session006_run025,s07_session006_run025_segment01,3
7,s07_session006_run027,s07_session006_run027_segment01,3
7,s07_session002_run006,s07_session002_run006_segment01,4
7,s07_session002_run008,s07_session002_run008_segment01,4
7,s07_session003_run009,s07_session003_run009_segment01,4
7,s07_session004_run013,s07_session004_run013_segment01,4
7,s07_session004_run015,s07_session004_run015_segment01,4
7,s07_session006_run023,s07_session006_run023_segment01,4
8,s08_session003_run009,s08_session003_run009_segment01,1
8,s08_session003_run010,s08_session003_run010_segment01,1
8,s08_session003_run011,s08_session003_run011_segment01,1
8,s08_session003_run012,s08_session003_run012_segment01,1
8,s08_session004_run013,s08_session004_run013_segment01,1
8,s08_session004_run017,s08_session004_run017_segment01,1
8,s08_session005_run019,s08_session005_run019_segment01,1
8,s08_session001_run004,s08_session001_run004_segment01,2
8,s08_session002_run005,s08_session002_run005_segment01,2
8,s08_session002_run008,s08_session002_run008_segment01,2
8,s08_session004_run016,s08_session004_run016_segment01,2
8,s08_session005_run020,s08_session005_run020_segment01,2
8,s08_session005_run021,s08_session005_run021_segment01,2
8,s08_session005_run022,s08_session005_run022_segment01,2
8,s08_session001_run001,s08_session001_run001_segment01,3
8,s08_session001_run002,s08_session001_run002_segment01,3
8,s08_session002_run007,s08_session002_run007_segment01,3
8,s08_session004_run014,s08_session004_run014_segment01,3
8,s08_session005_run018,s08_session005_run018_segment01,3
8,s08_session006_run023,s08_session006_run023_segment01,3
8,s08_session006_run024,s08_session006_run024_segment01,3
8,s08_session001_run003,s08_session001_run003_segment01,4
8,s08_session002_run006,s08_session002_run006_segment01,4
8,s08_session004_run015,s08_session004_run015_segment01,4
8,s08_session006_run025,s08_session006_run025_segment01,4
8,s08_session006_run026,s08_session006_run026_segment01,4
8,s08_session006_run027,s08_session006_run027_segment01,4
9,s09_session001_run002,s09_session001_run002_segment01,1
9,s09_session001_run005,s09_session001_run005_segment01,1
9,s09_session002_run009,s09_session002_run009_segment01,1
9,s09_session003_run011,s09_session003_run011_segment01,1
9,s09_session003_run014,s09_session003_run014_segment01,1
9,s09_session005_run021,s09_session005_run021_segment01,1
9,s09_session005_run022,s09_session005_run022_segment01,1
9,s09_session005_run023,s09_session005_run023_segment01,1
9,s09_session005_run024,s09_session005_run024_segment01,1
9,s09_session007_run031,s09_session007_run031_segment01,1
9,s09_session001_run003,s09_session001_run003_segment01,2
9,s09_session002_run007,s09_session002_run007_segment01,2
9,s09_session003_run012,s09_session003_run012_segment01,2
9,s09_session004_run018,s09_session004_run018_segment01,2
9,s09_session004_run020,s09_session004_run020_segment01,2
9,s09_session005_run025,s09_session005_run025_segment01,2
9,s09_session006_run026,s09_session006_run026_segment01,2
9,s09_session007_run034,s09_session007_run034_segment01,2
9,s09_session008_run038,s09_session008_run038_segment01,2
9,s09_session008_run039,s09_session008_run039_segment01,2
9,s09_session001_run001,s09_session001_run001_segment01,3
9,s09_session002_run006,s09_session002_run006_segment01,3
9,s09_session002_run010,s09_session002_run010_segment01,3
9,s09_session003_run015,s09_session003_run015_segment01,3
9,s09_session004_run016,s09_session004_run016_segment01,3
9,s09_session004_run017,s09_session004_run017_segment01,3
9,s09_session006_run030,s09_session006_run030_segment01,3
9,s09_session007_run033,s09_session007_run033_segment01,3
9,s09_session008_run037,s09_session008_run037_segment01,3
9,s09_session008_run040,s09_session008_run040_segment01,3
9,s09_session001_run004,s09_session001_run004_segment01,4
9,s09_session002_run008,s09_session002_run008_segment01,4
9,s09_session003_run013,s09_session003_run013_segment01,4
9,s09_session004_run019,s09_session004_run019_segment01,4
9,s09_session006_run027,s09_session006_run027_segment01,4
9,s09_session006_run028,s09_session006_run028_segment01,4
9,s09_session006_run029,s09_session006_run029_segment01,4
9,s09_session007_run032,s09_session007_run032_segment01,4
9,s09_session007_run035,s09_session007_run035_segment01,4
9,s09_session008_run036,s09_session008_run036_segment01,4
10,s10_session004_run018,s10_session004_run018_segment01,1
10,s10_session005_run024,s10_session005_run024_segment01,1
10,s10_session006_run025,s10_session006_run025_segment01,1
10,s10_session006_run026,s10_session006_run026_segment01,1
10,s10_session006_run028,s10_session006_run028_segment01,1
10,s10_session001_run001,s10_session001_run001_segment01,2
10,s10_session001_run002,s10_session001_run002_segment01,2
10,s10_session001_run004,s10_session001_run004_segment01,2
10,s10_session002_run008,s10_session002_run008_segment01,2
10,s10_session002_run009,s10_session002_run009_segment01,2
10,s10_session003_run015,s10_session003_run015_segment01,2
10,s10_session005_run021,s10_session005_run021_segment01,2
10,s10_session005_run022,s10_session005_run022_segment01,2
10,s10_session001_run005,s10_session001_run005_segment01,3
10,s10_session002_run007,s10_session002_run007_segment01,3
10,s10_session002_run010,s10_session002_run010_segment01,3
10,s10_session003_run013,s10_session003_run013_segment01,3
10,s10_session004_run017,s10_session004_run017_segment01,3
10,s10_session004_run019,s10_session004_run019_segment01,3
10,s10_session005_run023,s10_session005_run023_segment01,3
10,s10_session006_run029,s10_session006_run029_segment01,3
10,s10_session001_run003,s10_session001_run003_segment01,4
10,s10_session002_run006,s10_session002_run006_segment01,4
10,s10_session003_run011,s10_session003_run011_segment01,4
10,s10_session003_run014,s10_session003_run014_segment01,4
10,s10_session004_run016,s10_session004_run016_segment01,4
10,s10_session005_run020,s10_session005_run020_segment01,4
10,s10_session006_run027,s10_session006_run027_segment01,4
11,s11_session001_run003,s11_session001_run003_segment01,1
11,s11_session002_run007,s11_session002_run007_segment01,1
11,s11_session003_run013,s11_session003_run013_segment01,1
11,s11_session004_run016,s11_session004_run016_segment01,1
11,s11_session004_run018,s11_session004_run018_segment01,1
11,s11_session005_run023,s11_session005_run023_segment01,1
11,s11_session005_run024,s11_session005_run024_segment01,1
11,s11_session006_run030,s11_session006_run030_segment01,1
11,s11_session003_run012,s11_session003_run012_segment01,2
11,s11_session003_run014,s11_session003_run014_segment01,2
11,s11_session003_run015,s11_session003_run015_segment01,2
11,s11_session004_run019,s11_session004_run019_segment01,2
11,s11_session005_run022,s11_session005_run022_segment01,2
11,s11_session006_run027,s11_session006_run027_segment01,2
11,s11_session006_run028,s11_session006_run028_segment01,2
11,s11_session006_run029,s11_session006_run029_segment01,2
11,s11_session001_run001,s11_session001_run001_segment01,3
11,s11_session002_run006,s11_session002_run006_segment01,3
11,s11_session003_run011,s11_session003_run011_segment01,3
11,s11_session004_run017,s11_session004_run017_segment01,3
11,s11_session004_run020,s11_session004_run020_segment01,3
11,s11_session005_run021,s11_session005_run021_segment01,3
11,s11_session001_run002,s11_session001_run002_segment01,4
11,s11_session001_run004,s11_session001_run004_segment01,4
11,s11_session001_run005,s11_session001_run005_segment01,4
11,s11_session002_run008,s11_session002_run008_segment01,4
11,s11_session002_run009,s11_session002_run009_segment01,4
11,s11_session002_run010,s11_session002_run010_segment01,4
11,s11_session005_run025,s11_session005_run025_segment01,4
11,s11_session006_run026,s11_session006_run026_segment01,4
12,s12_session001_run005,s12_session001_run005_segment01,1
12,s12_session002_run009,s12_session002_run009_segment01,1
12,s12_session003_run012,s12_session003_run012_segment01,1
12,s12_session004_run017,s12_session004_run017_segment01,1
12,s12_session004_run018,s12_session004_run018_segment01,1
12,s12_session004_run020,s12_session004_run020_segment01,1
12,s12_session005_run024,s12_session005_run024_segment01,1
12,s12_session005_run025,s12_session005_run025_segment01,1
12,s12_session001_run001,s12_session001_run001_segment01,2
12,s12_session001_run002,s12_session001_run002_segment01,2
12,s12_session002_run006,s12_session002_run006_segment01,2
12,s12_session005_run021,s12_session005_run021_segment01,2
12,s12_session005_run023,s12_session005_run023_segment01,2
12,s12_session006_run029,s12_session006_run029_segment01,2
12,s12_session006_run030,s12_session006_run030_segment01,2
12,s12_session001_run004,s12_session001_run004_segment01,3
12,s12_session002_run008,s12_session002_run008_segment01,3
12,s12_session003_run011,s12_session003_run011_segment01,3
12,s12_session003_run015,s12_session003_run015_segment01,3
12,s12_session004_run016,s12_session004_run016_segment01,3
12,s12_session004_run019,s12_session004_run019_segment01,3
12,s12_session006_run026,s12_session006_run026_segment01,3
12,s12_session006_run027,s12_session006_run027_segment01,3
12,s12_session006_run028,s12_session006_run028_segment01,3
12,s12_session001_run003,s12_session001_run003_segment01,4
12,s12_session002_run007,s12_session002_run007_segment01,4
12,s12_session002_run010,s12_session002_run010_segment01,4
12,s12_session003_run013,s12_session003_run013_segment01,4
12,s12_session003_run014,s12_session003_run014_segment01,4
12,s12_session005_run022,s12_session005_run022_segment01,4
